보증_고유키,상품설명
보증_1093,조건 없이 이자가 쌓이는 입출금이 자유로운 예금
보증_1094,개인사업자 및 법인고객을 위한 입출금이 자유로운 예금
보증_1095,예치금액 및 예치기간에 제한이 없는 입출금이 자유로운 예금
보증_1096,모바일 앱에서 가입할 수 있는 앱 전용 1년 단위 회전식 정기예금 (원금만 회전 연장) 회전주기(1년) 마다 약정이율이 변동되며 중도해지 시에도 회전주기가 도래한 구간은 약정이율 제공
보증_1097,회전주기 6개월 단위로 자동회전되는 앱전용 회전식 정기예금 (원금만 회전 연장) 회전주기(6개월) 마다 약정이율이 변동되며 중도해지 시에도 회전주기가 도래한 구간은 약정이율 제공
보증_1098,회전주기 1년마다 e-모아 정기예금 12개월 금리+0.1%의 약정이율로 원금만 자동 재예치되는 상품 중도해지 시에도 이미 회전주기가 도래한 구간은 약정이율 제공
보증_1099,회전주기 1년마다 정기예금 12개월 금리+0.1%의 약정이율로 원금만 자동 재예치되는 상품 중도해지 시에도 이미 회전주기가 도래한 구간은 약정이율 제공
보증_1100,일정기간 동안 목돈을 예치하고 이자를 지급받는 온라인 전용 목돈운용 상품
보증_1101,일정기간 동안 목돈을 예치하고 이자를 지급받는 목돈운용 상품
보증_1102,퇴직연금 신탁의 자산관리를 취급하는 금융회사(퇴직연금 사업자)에게제공되는 상품으로 퇴직연금적립금을 원리금보장형 연금자산으로 운용하기 위한 예금 상품
보증_1103,매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급받는 목돈마련 대표상품
보증_1104,생일일자에 적금가입 고객님께 생일축하 우대금리 혜택을 드리는 적립식 상품
보증_1105,가입년도 12干支 띠에 해당되는 고객님께 우대금리 혜택을 드리는 적립식 상품
보증_1106,개인의 일시 여유자금을 운용할 수 있는 입출금이 자유로운 온라인 전용상품
보증_1107,매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급받는 목돈마련 상품
보증_1108,법인과 개인기업의 일시 여유자금을 운용하는 입출금이 자유로운 예금
보증_1109,개인의 일시 여유자금을 운용할 수 있는 입출금이 자유로운 예금
보증_1110,모아모아체크카드 전용결제계좌로&nbsp;입출금이 자유로운 예금
보증_1111,내가그린체크카드의 전용결제계좌로&nbsp;입출금이 자유로운 예금
보증_1112,함께그린체크카드의 전용결제계좌로 입출금이 자유로운 예금
보증_1113,"가입대상, 예치금액, 예치기간 등의 제한없이 입출금이 자유로운 예금"
보증_1114,"예치금액, 예치기간 제한없이 입출금이 자유로운보통예금"
보증_1115,예치기간 제한없이 입출금이 자유로운아낌없이 주는 기업자유예금
보증_1116,"예치금액, 예치기간 제한없이 입출금이 자유로운아낌없이 주는 저축예금"
보증_1117,영업점 방문 없이 계좌개설이 가능한비대면 파킹통장보통예금
보증_1118,차근차근 목돈 마련을 위한정기적금
보증_1119,차근차근 목돈 마련을 위한정기적금 (E-월수)
보증_1120,영업점 방문 없이 신청 가능한비대면 정기적금
보증_1121,불입시기와 금액의 제한이 없는자유적립예금
보증_1122,여유로운 목돈 운용을 위한정기예금
보증_1123,여유로운 목돈 운용을 위한정기예금 (E)
보증_1124,영업점 방문없이 신청 가능한비대면 정기예금
보증_1125,중도해지 시에도 약정금리를 적용하는파킹통장 369 정기예금
보증_1126,중도해지 시에도 약정금리를 적용하는파킹통장 369 정기예금 (E-복리)
보증_1127,중도해지 시에도 약정금리를 적용하는비대면 파킹통장 369 정기예금
보증_1128,자율적으로 가입기간 선택이 가능한 단리 정기예금상품
보증_1129,자율적으로 가입기간 선택이 가능한 복리 정기예금상품
보증_1130,
보증_1131,
보증_1132,
보증_1133,일정한 기간동안 정기적으로 일정금액을 납입하시고 계약기간 만료 시 적립한 원금과 이자를 받는 적립식 상품
보증_1134,일정한 기간 동안 금액에 제한없이 자유롭게 납입하고 계약기간 만료 시 적립한 원금과 이자를 받는 확정금리 적립식 상품
보증_1135,"일정한 기간 동안 금액에 제한 없이 자유롭게 납입매 회 납입액별로 불입일로부터 만기일까지의 기간을 산정하여, 그 기간에 대한 불입시점의 정기예금 금리가 적용되는 변동금리 적립식 상품"
보증_1136,가입기간의 제한 없이 입출금이 자유로운 예금상품
보증_1137,"수시입출금 상품으로 단 하루를 맡겨도 높은 금리를 제공하며, 가입기간의 제한 없이 입출금이 자유로운 예금상품"
보증_1138,은행 방문 없이 편리하게 가입하는 입출금이 자유로운 수시입출금 상품
보증_1139,"가입대상, 예치금액, 예치기간, 입출금 횟수에 상관없이 자유롭게 거래할 수 있는 입출금식 예금"
보증_1140,하루만 맡겨도 높은 이율을 제공하는 모바일 가입 전용 입출금이 자유로운 통장
보증_1141,"예치금액 ,예치기간등에 제한 없이 자유롭게 거래할 수 있는 비대면전용 입출금식 예금상품"
보증_1142,카드매출대금 수입계좌로 지정하여 관리하는 입출금식 예금상품
보증_1143,본인명의 휴대폰으로 가입하는 비대면계좌 개설 전용 입출금식 예금상품
보증_1144,"금융거래가 많은 개인사업자, 법인사업자를 위한 자유 입출금식 예금상품"
보증_1145,목돈을 일정기간 동안 약정금리로 예치하는 목돈굴리기 상품
보증_1146,회전주기(매1년)마다 영업점 방문 없이 변동금리로 자동 회전되는 장기 목돈굴리기 상품
보증_1147,ISA(개인종합자산관리계좌)에 편입되는 금융상품을 운영하기 위한 ISA전용 정기예금
보증_1148,퇴직연금 가입기업 및 근로자를 대상으로 확정금리를 제공하는 정기예금상품
보증_1149,매월 일정 금액을 정기적으로 적립하고 만기에 원금과 이자를 수령하는 목돈 만들기 상품
보증_1150,청년들의 목돈마련을 지원하는 청년 우대형 적립식 상품
보증_1151,가입기간내 금액 및 횟수에 제한 없이 자유롭게 불입하는 목돈 만들기 상품
보증_1152,ㆍ퇴직연금 가입 기업 및 근로자를 대상으로 확정금리를 제공하는 예금 상품입니다.
보증_1153,ㆍ일정기간 여유자금을 예금하시면 확정 금리로 높은 수익을 드리는 영업점 판매 상품입니다
보증_1154,정기예금보다 연 0.1% 우대이율 혜택드리는 변동금리상품
보증_1155,ㆍ일정기간 여유자금을 예금하시면 확정 금리로 높은 수익을 드리는 온라인 가입 전용상품입니다.
보증_1156,정기예금보다 연 0.1% 우대이율 혜택드리는 변동금리상품
보증_1157,ㆍISA(개인종합자산관리계좌)에 편입되는 금융상품 포트폴리오를 위한 ISA전용 정기예금
보증_1158,ㆍ매월 일정 금액을 저축하고 목돈을 마련하는 정기적금입니다.
보증_1159,ㆍ매월 일정금액을 납입하여 목돈을 마련하는 정기적금입니다.
보증_1160,ㆍ사회적 배려 대상 고객에게 목돈 마련을 지원하는 적립식 적금입니다.
보증_1161,ㆍ일정기간 동안 금액 횟수에 제한없이 자유롭게 납입하고 만기일에 목돈을 마련하는 창구 또는 온라인 가입 가능 상품
보증_1162,ㆍ매월 일정 금액을 저축하고 목돈을 마련하는 온라인 가입전용 정기적금입니다.
보증_1163,ㆍ목돈 마련을 위한 온라인 가입전용 정기적금입니다.
보증_1164,ㆍ매일매일 저축하는100일 재테크 상품
보증_1165,ㆍ목표금액을 달성하면 금리가 플러스! 기쁨이 플러스!
보증_1166,ㆍISA(개인종합자산관리계좌)에 편입되는 금융상품 포트폴리오를 위한 ISA전용 정기적금입니다.
보증_1167,ㆍ하루만 맡겨도 1억원까지 최대 연 3.5%! 모바일 전용 파킹통장
보증_1168,법인의 일시적인 여유자금을 고금리로 운용할수 있는 입출금이 자유로운 예금입니다.
보증_1169,ㆍ높은 금리와 수수료 면제 혜택을 드리는 모바일전용 입출금이 자유로운 예금
보증_1170,ㆍ예치잔액에 따라 높은 금리를 드리는 입출금이 자유로운 예금입니다.
보증_1171,ㆍ국민연금을 수령하는 고객을 위한 상품입니다.
보증_1172,ㆍ수시로 입금 및 출금이 가능한 입출금이 자유로운 예금입니다.
보증_1173,회전주기(매1년) 단위로 약정이율이 변동되는 예금상품
보증_1174,회전주기(매1년) 단위로 약정이율이 변동되는 예금상품
보증_1175,온라인 사기에 대한 두려움을 가진 고객을 위한 오프라인 전용 상품(신규 및 해지가 영업점에서만 가능)
보증_1176,여유자금을 일정기간 예치하고 운용하는 예금상품으로 복잡한 우대금리 조건이 없는스마트폰 전용 정기예금 상품입니다.
보증_1177,목돈을 운용할 수 있는 대신저축은행의 대표적인 예금상품
보증_1178,"만65세 이상의 고객이 여유자금을 일정기간 예치하고, 높은 수익을 보장 받을 수 있는 정기예금 상품"
보증_1179,매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급받는 상품으로 복잡한 우대금리 조건이 없는 스마트폰 전용 적립식 적금상품
보증_1180,매월 일정금액을 정기적으로 납입하고 만기일에 원리금을 지급받는 상품으로 푼돈을 모아 목돈을 마련하는데 가장 보편적인 장기저축상품입니다.
보증_1181,일정한 기간을 정하고 금액 및 횟수에 제한없이 자유롭게 납입하여 기간 만료시 이자를 계산하여 원금과 함께 지급하는 상품입니다.
보증_1182,계약기간 동안 금액 및 횟수에 제한 없이 자유로이 납입하고 만기에 원리금을 지급받는 목돈마련예금입니다.
보증_1183,입출금이 자유로운 파킹통장으로 모바일전용 상품입니다.
보증_1184,입출금이 자유로운 예금으로 일시적 여유자금을 보관하거나 송금받을 수 있는 요구불예금입니다.
보증_1185,기업이 일시적인 여유자금을 예치하여 결제자금으로 이용할 수 있는 입출금이 자유로운 예금으로 단기예치분에 대해서도 비교적 높은 이자가 지급되는 상품입니다.
